month,dln_brent,dln_gengi,dln_eu_ppi,dln_cpi,cum_brent,cum_gengi,cum_eu_ppi,cum_cpi,shock_pct,duration,shock_label
10,9.260498466866927e-6,-1.0520287881479893e-5,-8.697844375745527e-6,-1.0582953310592685e-4,-0.0012019233044112442,0.0011237459362074252,8.467032709581367e-4,0.010890603803016034,20,1 month,+20%
11,5.5069150106919766e-6,-5.5149904243399665e-6,-4.307233455591997e-6,-5.420912935389498e-5,-6.512318033420466e-4,5.722468937734285e-4,4.159799253989369e-4,0.005469690867626537,20,1 month,+20%
12,3.079966328126888e-6,-2.839480238252217e-6,-2.1228188456642876e-6,-2.7434761395053128e-5,-3.4323517052935784e-4,2.882988699482068e-4,2.0369804083250818e-4,0.002726214728121224,20,1 month,+20%
0,0.1823215567939546,-0.003988879438644745,0.005059754012904655,0.01246812584349017,18.232155679395458,-0.3988879438644745,0.5059754012904655,1.246812584349017,20,2 months,+20%
1,0.03914436846429741,-0.0011378554697818646,0.0032713367788802105,0.019528602857594664,22.146592525825202,-0.512673490842661,0.8331090791784866,3.199672870108483,20,2 months,+20%
2,-0.1732751629346234,0.004086263150580264,-0.0031969145346575816,2.524554899653326e-4,4.819076232362861,-0.10404717578463459,0.5134176257127284,3.224918419105017,20,2 months,+20%
3,-0.036976342736065926,0.0015203063854852328,-0.0022651104104998874,-0.011597073440495187,1.121441958756269,0.0479834627638887,0.28690658466273966,2.065211075055498,20,2 months,+20%
4,-0.008584222381001764,2.3815765531129643e-4,-0.0013348949947870063,-0.007965836822557793,0.2630197206560925,0.07179922829501835,0.15341708518403904,1.2686273927997187,20,2 months,+20%
5,-0.002131764825954453,-1.5636168242503043e-4,-7.344204005986693e-4,-0.005209248375438971,0.04984323806064726,0.0561630600525153,0.07997504512417211,0.7477025552558216,20,2 months,+20%
6,-5.126965399517181e-4,-1.998297212192359e-4,-3.8988878624783216e-4,-0.003256202747381078,-0.0014264159345245492,0.03618008793059171,0.04098616649938889,0.42208228051771374,20,2 months,+20%
7,-8.714199775547671e-5,-1.4968370876166466e-4,-2.0239440640710488e-4,-0.0019218412394470977,-0.01014061571007222,0.021211717054425244,0.020746725858678403,0.22989815657300403,20,2 months,+20%
8,1.5348341220433364e-5,-9.438470503121441e-5,-1.0343089723396088e-4,-0.0010804693215119658,-0.008605781588028882,0.011773246551303804,0.010403636135282316,0.12185122442180746,20,2 months,+20%
9,2.960136396745793e-5,-5.464777727311916e-5,-5.224668428922169e-5,-5.857042310773196e-4,-0.00564564519128309,0.006308468823991886,0.005178967706360147,0.06328080131407549,20,2 months,+20%
10,2.3157487357727822e-5,-3.008948163429073e-5,-2.6157767268692805e-5,-3.091664039745052e-4,-0.0033298964555103084,0.0032995206605628147,0.0025631909794908664,0.032364160916624966,20,2 months,+20%
11,1.4767413477558908e-5,-1.603527830581986e-5,-1.3005077831337524e-5,-1.6003866245982185e-4,-0.0018531551077544176,0.0016959928299808283,0.0012626831963571138,0.016360294670642782,20,2 months,+20%
12,8.586881338818865e-6,-8.354470662592183e-6,-6.430052301256284e-6,-8.164389074894812e-5,-9.944669738725313e-4,8.605457637216101e-4,6.196779662314855e-4,0.00819590559574797,20,2 months,+20%
0,0.1823215567939546,-0.003988879438644745,0.005059754012904655,0.01246812584349017,18.232155679395458,-0.3988879438644745,0.5059754012904655,1.246812584349017,20,3 months,+20%
1,0.03914436846429741,-0.0011378554697818646,0.0032713367788802105,0.019528602857594664,22.146592525825202,-0.512673490842661,0.8331090791784866,3.199672870108483,20,3 months,+20%
2,0.0090463938593312,9.738371193551886e-5,0.0018628394782470737,0.012720581333455503,23.05123191175832,-0.5029351196491091,1.019393027003194,4.471731003454034,20,3 months,+20%
3,-0.1801535310657231,0.004371330354348114,-0.004053527644524333,-0.0045365964263906974,5.03587880518601,-0.06580208421429773,0.6140402625507607,4.0180713608149645,20,3 months,+20%
4,-0.038682196985967976,0.0014733968370286797,-0.002743392295420143,-0.014773858346696953,1.1676591065892128,0.08153759948857024,0.3397010330087464,2.5406855261452685,20,3 months,+20%
5,-0.009010132957054169,1.2870552134281918e-4,-0.0015910335104654203,-0.009998300291794998,0.26664581088379596,0.09440815162285217,0.18059768196220433,1.5408554969657688,20,3 months,+20%
6,-0.0022185507898537663,-2.4673926967578897e-4,-8.681706711680877e-4,-0.006432987653582845,0.044790731898419325,0.06973422465527328,0.09378061484539556,0.8975567316074844,20,3 months,+20%
7,-5.130525738078818e-4,-2.5913584273014193e-4,-4.585329220855186e-4,-0.003954304708684303,-0.006514525482368859,0.04382064038225908,0.047927322636843704,0.5021262607390541,20,3 months,+20%
8,-7.143762267887972e-5,-1.8476229228197295e-4,-2.3718116780337928e-4,-0.0023042085996558387,-0.01365828775025683,0.025344411154061785,0.024209205856505774,0.2717054007734702,20,3 months,+20%
9,2.9245330111294225e-5,-1.1395389878402527e-4,-1.2089082012690815e-4,-0.001283806192380544,-0.010733754739127408,0.01394902127565926,0.012120123843814959,0.14332478153541583,20,3 months,+20%
10,3.8861862434324855e-5,-6.516806515459905e-5,-6.09445286649672e-5,-6.915337641832464e-4,-0.006847568495694923,0.007432214760199354,0.006025670977318239,0.07417140511709118,20,3 months,+20%
11,2.8664402368419808e-5,-3.5604472058630704e-5,-3.0465000724284792e-5,-3.633755333284002e-4,-0.003981128258852941,0.0038717675543362843,0.0029791709048897596,0.03783385178425116,20,3 months,+20%
12,1.78473798056858e-5,-1.8874758544072077e-5,-1.5127896677001807e-5,-1.8747342385487493e-4,-0.0021963902782843616,0.0019842916999290765,0.0014663812371895788,0.019086509398763666,20,3 months,+20%
0,0.1823215567939546,-0.003988879438644745,0.005059754012904655,0.01246812584349017,18.232155679395458,-0.3988879438644745,0.5059754012904655,1.246812584349017,20,6 months,+20%
