date,BZ=F.Open,BZ=F.High,BZ=F.Low,BZ=F.Close,BZ=F.Volume,BZ=F.Adjusted,price
2020-03-04,51.72999954223633,53.029998779296875,51.040000915527344,51.130001068115234,39712,51.130001068115234,51.130001068115234
2020-03-05,51.650001525878906,52.0099983215332,49.70000076293945,49.9900016784668,39679,49.9900016784668,49.9900016784668
2020-03-06,50.119998931884766,50.43000030517578,45.15999984741211,45.27000045776367,69464,45.27000045776367,45.27000045776367
2020-03-09,39.2400016784668,39.2400016784668,31.25,34.36000061035156,76517,34.36000061035156,34.36000061035156
2020-03-10,33.459999084472656,38.209999084472656,33.439998626708984,37.220001220703125,67054,37.220001220703125,37.220001220703125
2020-03-11,37.79999923706055,39.619998931884766,35.36000061035156,35.790000915527344,60513,35.790000915527344,35.790000915527344
2020-03-12,36.130001068115234,36.529998779296875,32.47999954223633,33.220001220703125,67484,33.220001220703125,33.220001220703125
2020-03-13,32.86000061035156,35.9900016784668,32.16999816894531,33.849998474121094,50707,33.849998474121094,33.849998474121094
2020-03-16,34.459999084472656,34.54999923706055,29.34000015258789,30.049999237060547,43527,30.049999237060547,30.049999237060547
2020-03-17,29.700000762939453,31.219999313354492,28.459999084472656,28.729999542236328,32969,28.729999542236328,28.729999542236328
2020-03-18,28.65999984741211,29.190000534057617,24.510000228881836,24.8799991607666,47500,24.8799991607666,24.8799991607666
2020-03-19,26.440000534057617,29.3799991607666,24.979999542236328,28.469999313354492,41724,28.469999313354492,28.469999313354492
2020-03-20,28,30.93000030517578,26.790000915527344,26.979999542236328,51866,26.979999542236328,26.979999542236328
2020-03-23,26.5,27.520000457763672,24.68000030517578,27.030000686645508,31642,27.030000686645508,27.030000686645508
2020-03-24,27.639999389648438,28.639999389648438,26.690000534057617,27.149999618530273,30946,27.149999618530273,27.149999618530273
2020-03-25,27.600000381469727,28.280000686645508,25.729999542236328,27.389999389648438,27352,27.389999389648438,27.389999389648438
2020-03-26,27.59000015258789,27.670000076293945,26.040000915527344,26.34000015258789,26819,26.34000015258789,26.34000015258789
2020-03-27,26.709999084472656,27,24.170000076293945,24.93000030517578,23547,24.93000030517578,24.93000030517578
2020-03-30,24,24.25,21.690000534057617,22.760000228881836,9112,22.760000228881836,22.760000228881836
2020-03-31,22.959999084472656,23.860000610351563,22.579999923706055,22.739999771118164,40694,22.739999771118164,22.739999771118164
2020-04-01,25.93000030517578,26.270000457763672,24.540000915527344,24.739999771118164,43466,24.739999771118164,24.739999771118164
2020-04-02,25.6299991607666,32.599998474121094,25.43000030517578,29.940000534057617,65518,29.940000534057617,29.940000534057617
2020-04-03,29.959999084472656,35,28.280000686645508,34.11000061035156,55373,34.11000061035156,34.11000061035156
2020-04-06,31.25,34.22999954223633,30.549999237060547,33.04999923706055,36779,33.04999923706055,33.04999923706055
2020-04-07,33.310001373291016,34.18000030517578,31.729999542236328,31.8700008392334,36246,31.8700008392334,31.8700008392334
2020-04-08,32.40999984741211,33.869998931884766,31.549999237060547,32.84000015258789,39293,32.84000015258789,32.84000015258789
2020-04-09,33.65999984741211,36.43000030517578,31.239999771118164,31.479999542236328,48214,31.479999542236328,31.479999542236328
2020-04-13,33,33.22999954223633,30.639999389648438,31.739999771118164,28098,31.739999771118164,31.739999771118164
2020-04-14,32.09000015258789,32.380001068115234,29.399999618530273,29.600000381469727,32146,29.600000381469727,29.600000381469727
2020-04-15,30.010000228881836,30.420000076293945,27.170000076293945,27.690000534057617,32129,27.690000534057617,27.690000534057617
2020-04-16,28.059999465942383,29.010000228881836,27.200000762939453,27.81999969482422,30922,27.81999969482422,27.81999969482422
2020-04-17,28.469999313354492,29,27.600000381469727,28.079999923706055,44417,28.079999923706055,28.079999923706055
2020-04-20,28.049999237060547,28.239999771118164,25.3799991607666,25.56999969482422,46467,25.56999969482422,25.56999969482422
2020-04-21,25.959999084472656,27.229999542236328,17.520000457763672,19.329999923706055,83111,19.329999923706055,19.329999923706055
2020-04-22,19.559999465942383,22.459999084472656,16,20.3700008392334,51051,20.3700008392334,20.3700008392334
2020-04-23,21.299999237060547,23.18000030517578,20.059999465942383,21.329999923706055,44993,21.329999923706055,21.329999923706055
2020-04-24,21.790000915527344,22.670000076293945,20.510000228881836,21.440000534057617,36158,21.440000534057617,21.440000534057617
2020-04-27,21.299999237060547,21.90999984741211,19.110000610351563,19.989999771118164,25906,19.989999771118164,19.989999771118164
2020-04-28,20.170000076293945,21.270000457763672,18.729999542236328,20.459999084472656,21996,20.459999084472656,20.459999084472656
2020-04-29,20.75,23.829999923706055,20.350000381469727,22.540000915527344,14425,22.540000915527344,22.540000915527344
2020-04-30,23.110000610351563,25.809999465942383,23.110000610351563,25.270000457763672,42900,25.270000457763672,25.270000457763672
2020-05-01,26.719999313354492,27.950000762939453,25.75,26.440000534057617,28681,26.440000534057617,26.440000534057617
2020-05-04,26.209999084472656,28.079999923706055,25.479999542236328,27.200000762939453,30309,27.200000762939453,27.200000762939453
2020-05-05,27.940000534057617,31.690000534057617,27.799999237060547,30.969999313354492,38518,30.969999313354492,30.969999313354492
2020-05-06,31.8799991607666,32.4900016784668,28.670000076293945,29.719999313354492,37505,29.719999313354492,29.719999313354492
2020-05-07,30.1200008392334,31.84000015258789,29.06999969482422,29.459999084472656,36701,29.459999084472656,29.459999084472656
2020-05-08,29.43000030517578,31.1299991607666,29.399999618530273,30.969999313354492,20277,30.969999313354492,30.969999313354492
2020-05-11,30.68000030517578,31.450000762939453,29.360000610351563,29.6299991607666,33638,29.6299991607666,29.6299991607666
2020-05-12,30.06999969482422,30.68000030517578,29.450000762939453,29.979999542236328,25820,29.979999542236328,29.979999542236328
2020-05-13,29.469999313354492,30.540000915527344,28.8700008392334,29.190000534057617,25072,29.190000534057617,29.190000534057617
2020-05-14,29.389999389648438,31.489999771118164,28.899999618530273,31.1299991607666,25953,31.1299991607666,31.1299991607666
2020-05-15,31.350000381469727,32.900001525878906,30.959999084472656,32.5,29410,32.5,32.5
2020-05-18,32.709999084472656,35.720001220703125,32.709999084472656,34.810001373291016,28869,34.810001373291016,34.810001373291016
2020-05-19,35.439998626708984,35.86000061035156,34.20000076293945,34.650001525878906,24952,34.650001525878906,34.650001525878906
2020-05-20,34.43000030517578,36.400001525878906,34.369998931884766,35.75,25571,35.75,35.75
2020-05-21,35.79999923706055,36.97999954223633,35.709999084472656,36.060001373291016,29933,36.060001373291016,36.060001373291016
2020-05-22,35.939998626708984,36.22999954223633,33.54999923706055,35.130001068115234,31482,35.130001068115234,35.130001068115234
2020-05-26,35.130001068115234,36.68000030517578,34.459999084472656,36.16999816894531,29328,36.16999816894531,36.16999816894531
2020-05-27,36.099998474121094,36.18000030517578,34,34.7400016784668,16676,34.7400016784668,34.7400016784668
2020-05-28,34.34000015258789,35.88999938964844,33.38999938964844,35.290000915527344,9367,35.290000915527344,35.290000915527344
2020-05-29,35.029998779296875,35.36000061035156,34.18000030517578,35.33000183105469,32101,35.33000183105469,35.33000183105469
2020-06-01,37.540000915527344,38.68000030517578,37.16999816894531,38.31999969482422,26475,38.31999969482422,38.31999969482422
2020-06-02,38.47999954223633,39.790000915527344,38.34000015258789,39.56999969482422,27662,39.56999969482422,39.56999969482422
2020-06-03,39.52000045776367,40.529998779296875,38.75,39.790000915527344,34099,39.790000915527344,39.790000915527344
2020-06-04,39.380001068115234,40.099998474121094,39.060001373291016,39.9900016784668,22661,39.9900016784668,39.9900016784668
2020-06-05,39.93000030517578,42.47999954223633,39.720001220703125,42.29999923706055,28827,42.29999923706055,42.29999923706055
2020-06-08,42.40999984741211,43.43000030517578,40.68000030517578,40.79999923706055,28718,40.79999923706055,40.79999923706055
2020-06-09,40.95000076293945,41.43000030517578,39.849998474121094,41.18000030517578,26258,41.18000030517578,41.18000030517578
2020-06-10,40.869998931884766,41.9900016784668,40.130001068115234,41.72999954223633,23565,41.72999954223633,41.72999954223633
2020-06-11,41.310001373291016,41.310001373291016,37.83000183105469,38.54999923706055,36881,38.54999923706055,38.54999923706055
2020-06-12,38.380001068115234,39.439998626708984,37,38.72999954223633,29653,38.72999954223633,38.72999954223633
2020-06-15,38.689998626708984,39.880001068115234,37.2400016784668,39.720001220703125,30674,39.720001220703125,39.720001220703125
2020-06-16,39.77000045776367,41.65999984741211,38.970001220703125,40.959999084472656,35087,40.959999084472656,40.959999084472656
2020-06-17,40.709999084472656,41.45000076293945,40.029998779296875,40.709999084472656,29078,40.709999084472656,40.709999084472656
2020-06-18,40.58000183105469,41.63999938964844,40.04999923706055,41.5099983215332,31042,41.5099983215332,41.5099983215332
2020-06-19,41.41999816894531,42.93000030517578,41.0099983215332,42.189998626708984,34079,42.189998626708984,42.189998626708984
2020-06-22,41.54999923706055,43.16999816894531,41.5099983215332,43.08000183105469,24433,43.08000183105469,43.08000183105469
2020-06-23,43.16999816894531,43.93000030517578,42.209999084472656,42.630001068115234,27036,42.630001068115234,42.630001068115234
2020-06-24,42.33000183105469,42.88999938964844,39.619998931884766,40.310001373291016,28537,40.310001373291016,40.310001373291016
2020-06-25,40.43000030517578,41.63999938964844,39.470001220703125,41.04999923706055,32530,41.04999923706055,41.04999923706055
2020-06-26,41.470001220703125,41.779998779296875,40.290000915527344,41.02000045776367,13481,41.02000045776367,41.02000045776367
2020-06-29,40.310001373291016,41.939998626708984,40.060001373291016,41.709999084472656,9783,41.709999084472656,41.709999084472656
2020-06-30,41.54999923706055,41.619998931884766,40.939998626708984,41.150001525878906,29381,41.150001525878906,41.150001525878906
2020-07-01,41.720001220703125,42.619998931884766,41.029998779296875,42.029998779296875,26731,42.029998779296875,42.029998779296875
2020-07-02,42.02000045776367,43.220001220703125,41.75,43.13999938964844,21825,43.13999938964844,43.13999938964844
2020-07-06,42.75,43.709999084472656,42.75,43.099998474121094,28969,43.099998474121094,43.099998474121094
2020-07-07,43.150001525878906,43.45000076293945,42.459999084472656,43.08000183105469,18827,43.08000183105469,43.08000183105469
2020-07-08,42.959999084472656,43.459999084472656,42.779998779296875,43.290000915527344,19171,43.290000915527344,43.290000915527344
2020-07-09,43.380001068115234,43.5,41.93000030517578,42.349998474121094,23249,42.349998474121094,42.349998474121094
2020-07-10,42.400001525878906,43.40999984741211,41.31999969482422,43.2400016784668,24083,43.2400016784668,43.2400016784668
2020-07-13,43.11000061035156,43.33000183105469,42.189998626708984,42.720001220703125,22911,42.720001220703125,42.720001220703125
2020-07-14,42.31999969482422,43.20000076293945,41.79999923706055,42.900001525878906,21724,42.900001525878906,42.900001525878906
2020-07-15,43.150001525878906,43.84000015258789,42.70000076293945,43.790000915527344,23596,43.790000915527344,43.790000915527344
2020-07-16,43.63999938964844,43.810001373291016,43.13999938964844,43.369998931884766,20484,43.369998931884766,43.369998931884766
2020-07-17,43.34000015258789,43.459999084472656,42.630001068115234,43.13999938964844,21774,43.13999938964844,43.13999938964844
2020-07-20,43.09000015258789,43.43000030517578,42.369998931884766,43.279998779296875,18019,43.279998779296875,43.279998779296875
2020-07-21,43.18000030517578,44.880001068115234,43.119998931884766,44.31999969482422,24167,44.31999969482422,44.31999969482422
2020-07-22,43.900001525878906,44.400001525878906,43.619998931884766,44.290000915527344,19676,44.290000915527344,44.290000915527344
2020-07-23,44.349998474121094,44.77000045776367,43.130001068115234,43.310001373291016,25759,43.310001373291016,43.310001373291016
2020-07-24,43.36000061035156,43.900001525878906,42.79999923706055,43.34000015258789,21918,43.34000015258789,43.34000015258789
2020-07-27,43.400001525878906,43.77000045776367,42.380001068115234,43.40999984741211,22507,43.40999984741211,43.40999984741211
2020-07-28,43.619998931884766,43.81999969482422,43.0099983215332,43.220001220703125,17828,43.220001220703125,43.220001220703125
2020-07-29,43.29999923706055,43.939998626708984,43.20000076293945,43.75,10911,43.75,43.75
2020-07-30,43.79999923706055,43.81999969482422,41.380001068115234,42.939998626708984,8373,42.939998626708984,42.939998626708984
2020-07-31,43.31999969482422,43.52000045776367,43.06999969482422,43.29999923706055,23641,43.29999923706055,43.29999923706055
2020-08-03,43.54999923706055,44.45000076293945,42.88999938964844,44.150001525878906,26883,44.150001525878906,44.150001525878906
2020-08-04,43.90999984741211,44.81999969482422,43.2400016784668,44.43000030517578,27305,44.43000030517578,44.43000030517578
2020-08-05,44.400001525878906,46.2400016784668,44.25,45.16999816894531,29337,45.16999816894531,45.16999816894531
2020-08-06,45.2400016784668,45.709999084472656,44.849998474121094,45.09000015258789,23131,45.09000015258789,45.09000015258789
2020-08-07,45.119998931884766,45.25,44.2599983215332,44.400001525878906,20363,44.400001525878906,44.400001525878906
2020-08-10,44.61000061035156,45.2599983215332,44.400001525878906,44.9900016784668,13672,44.9900016784668,44.9900016784668
2020-08-11,44.9900016784668,45.779998779296875,44.40999984741211,44.5,19786,44.5,44.5
2020-08-12,44.58000183105469,45.619998931884766,44.5099983215332,45.43000030517578,16995,45.43000030517578,45.43000030517578
2020-08-13,45.43000030517578,45.58000183105469,44.81999969482422,44.959999084472656,13877,44.959999084472656,44.959999084472656
2020-08-14,45.04999923706055,45.41999816894531,44.47999954223633,44.79999923706055,16681,44.79999923706055,44.79999923706055
2020-08-17,44.959999084472656,45.41999816894531,44.5,45.369998931884766,19441,45.369998931884766,45.369998931884766
2020-08-18,45.380001068115234,45.540000915527344,44.77000045776367,45.459999084472656,18063,45.459999084472656,45.459999084472656
2020-08-19,45.040000915527344,45.4900016784668,44.810001373291016,45.369998931884766,18063,45.369998931884766,45.369998931884766
2020-08-20,45.27000045776367,45.27000045776367,44.0099983215332,44.900001525878906,24042,44.900001525878906,44.900001525878906
2020-08-21,44.90999984741211,45.119998931884766,43.599998474121094,44.349998474121094,25495,44.349998474121094,44.349998474121094
2020-08-24,44.41999816894531,45.16999816894531,44.279998779296875,45.130001068115234,21033,45.130001068115234,45.130001068115234
2020-08-25,44.9900016784668,46.040000915527344,44.9900016784668,45.86000061035156,23808,45.86000061035156,45.86000061035156
2020-08-26,45.97999954223633,46.09000015258789,45.54999923706055,45.63999938964844,16657,45.63999938964844,45.63999938964844
2020-08-27,45.619998931884766,45.81999969482422,44.560001373291016,45.09000015258789,10776,45.09000015258789,45.09000015258789
2020-08-28,45.04999923706055,45.290000915527344,44.81999969482422,45.04999923706055,21040,45.04999923706055,45.04999923706055
2020-08-31,45.709999084472656,46.5099983215332,45.220001220703125,45.279998779296875,18967,45.279998779296875,45.279998779296875
2020-09-01,45.56999969482422,46.220001220703125,45.470001220703125,45.58000183105469,19914,45.58000183105469,45.58000183105469
2020-09-02,45.849998474121094,46.040000915527344,44.20000076293945,44.43000030517578,31416,44.43000030517578,44.43000030517578
2020-09-03,44.369998931884766,44.61000061035156,43.15999984741211,44.06999969482422,30615,44.06999969482422,44.06999969482422
2020-09-04,43.869998931884766,44.540000915527344,42.29999923706055,42.65999984741211,32210,42.65999984741211,42.65999984741211
2020-09-08,42.220001220703125,42.45000076293945,39.29999923706055,39.779998779296875,52172,39.779998779296875,39.779998779296875
2020-09-09,39.79999923706055,41.20000076293945,39.279998779296875,40.790000915527344,30286,40.790000915527344,40.790000915527344
2020-09-10,40.63999938964844,40.95000076293945,39.720001220703125,40.060001373291016,24171,40.060001373291016,40.060001373291016
2020-09-11,39.95000076293945,40.349998474121094,39.380001068115234,39.83000183105469,24576,39.83000183105469,39.83000183105469
2020-09-14,39.77000045776367,40.09000015258789,39.310001373291016,39.61000061035156,22118,39.61000061035156,39.61000061035156
2020-09-15,39.65999984741211,40.81999969482422,39.38999938964844,40.529998779296875,25333,40.529998779296875,40.529998779296875
2020-09-16,40.75,42.439998626708984,40.58000183105469,42.220001220703125,29327,42.220001220703125,42.220001220703125
2020-09-17,42.2599983215332,43.5099983215332,41.52000045776367,43.29999923706055,27245,43.29999923706055,43.29999923706055
2020-09-18,43.2599983215332,43.810001373291016,42.529998779296875,43.150001525878906,26032,43.150001525878906,43.150001525878906
2020-09-21,43.02000045776367,43.279998779296875,40.97999954223633,41.439998626708984,24298,41.439998626708984,41.439998626708984
2020-09-22,41.790000915527344,42.189998626708984,41.209999084472656,41.720001220703125,19914,41.720001220703125,41.720001220703125
2020-09-23,41.7400016784668,42.63999938964844,41.25,41.77000045776367,23779,41.77000045776367,41.77000045776367
2020-09-24,41.5,42.02000045776367,41.119998931884766,41.939998626708984,21940,41.939998626708984,41.939998626708984
2020-09-25,41.93000030517578,42.33000183105469,41.529998779296875,41.91999816894531,17141,41.91999816894531,41.91999816894531
2020-09-28,41.849998474121094,42.619998931884766,41.47999954223633,42.43000030517578,11999,42.43000030517578,42.43000030517578
2020-09-29,42.43000030517578,42.52000045776367,40.439998626708984,41.029998779296875,8209,41.029998779296875,41.029998779296875
2020-09-30,40.75,40.970001220703125,40.41999816894531,40.95000076293945,35524,40.95000076293945,40.95000076293945
2020-10-01,42.02000045776367,42.560001373291016,39.91999816894531,40.93000030517578,36595,40.93000030517578,40.93000030517578
2020-10-02,40.790000915527344,40.81999969482422,38.790000915527344,39.27000045776367,37290,39.27000045776367,39.27000045776367
2020-10-05,39.220001220703125,41.779998779296875,39.209999084472656,41.290000915527344,30456,41.290000915527344,41.290000915527344
2020-10-06,41.52000045776367,42.84000015258789,41.220001220703125,42.650001525878906,37426,42.650001525878906,42.650001525878906
2020-10-07,41.939998626708984,42.41999816894531,41.36000061035156,41.9900016784668,30170,41.9900016784668,41.9900016784668
2020-10-08,42.060001373291016,43.470001220703125,41.86000061035156,43.34000015258789,33351,43.34000015258789,43.34000015258789
2020-10-09,43.40999984741211,43.560001373291016,42.61000061035156,42.849998474121094,26041,42.849998474121094,42.849998474121094
2020-10-12,42.689998626708984,42.810001373291016,41.349998474121094,41.720001220703125,24754,41.720001220703125,41.720001220703125
2020-10-13,41.83000183105469,42.66999816894531,41.650001525878906,42.45000076293945,22528,42.45000076293945,42.45000076293945
2020-10-14,42.41999816894531,43.43000030517578,42.130001068115234,43.31999969482422,28837,43.31999969482422,43.31999969482422
2020-10-15,43.40999984741211,43.599998474121094,41.560001373291016,43.15999984741211,40144,43.15999984741211,43.15999984741211
2020-10-16,43.040000915527344,43.20000076293945,42.27000045776367,42.93000030517578,24159,42.93000030517578,42.93000030517578
2020-10-19,42.7400016784668,43.220001220703125,42.369998931884766,42.619998931884766,26265,42.619998931884766,42.619998931884766
2020-10-20,42.43000030517578,43.310001373291016,42.189998626708984,43.15999984741211,31677,43.15999984741211,43.15999984741211
2020-10-21,42.81999969482422,43.040000915527344,41.459999084472656,41.72999954223633,31681,41.72999954223633,41.72999954223633
2020-10-22,41.720001220703125,42.790000915527344,41.470001220703125,42.459999084472656,30590,42.459999084472656,42.459999084472656
2020-10-23,42.439998626708984,42.79999923706055,41.5,41.77000045776367,26207,41.77000045776367,41.77000045776367
2020-10-26,41.630001068115234,41.630001068115234,40.220001220703125,40.459999084472656,28463,40.459999084472656,40.459999084472656
2020-10-27,40.52000045776367,41.470001220703125,40.400001525878906,41.20000076293945,26720,41.20000076293945,41.20000076293945
2020-10-28,40.709999084472656,40.709999084472656,38.7400016784668,39.119998931884766,21228,39.119998931884766,39.119998931884766
2020-10-29,39.31999969482422,39.5,36.68000030517578,37.650001525878906,14205,37.650001525878906,37.650001525878906
2020-10-30,37.619998931884766,38.02000045776367,37,37.459999084472656,43651,37.459999084472656,37.459999084472656
2020-11-02,37.41999816894531,39.34000015258789,35.72999954223633,38.970001220703125,40454,38.970001220703125,38.970001220703125
2020-11-03,39.220001220703125,40.439998626708984,38.650001525878906,39.709999084472656,39534,39.709999084472656,39.709999084472656
2020-11-04,40.150001525878906,41.34000015258789,39.40999984741211,41.22999954223633,39329,41.22999954223633,41.22999954223633
2020-11-05,41.16999816894531,41.52000045776367,40.34000015258789,40.93000030517578,30961,40.93000030517578,40.93000030517578
2020-11-06,40.77000045776367,40.779998779296875,39.33000183105469,39.45000076293945,33078,39.45000076293945,39.45000076293945
2020-11-09,39.70000076293945,43.4900016784668,39.61000061035156,42.400001525878906,55156,42.400001525878906,42.400001525878906
2020-11-10,42.130001068115234,44.06999969482422,41.54999923706055,43.61000061035156,41973,43.61000061035156,43.61000061035156
2020-11-11,43.959999084472656,45.310001373291016,43.61000061035156,43.79999923706055,43047,43.79999923706055,43.79999923706055
2020-11-12,43.779998779296875,44.47999954223633,43.279998779296875,43.529998779296875,36578,43.529998779296875,43.529998779296875
2020-11-13,43.33000183105469,43.34000015258789,42.630001068115234,42.779998779296875,34737,42.779998779296875,42.779998779296875
2020-11-16,42.72999954223633,44.68000030517578,42.63999938964844,43.81999969482422,37770,43.81999969482422,43.81999969482422
2020-11-17,43.900001525878906,44.22999954223633,43.08000183105469,43.75,27858,43.75,43.75
2020-11-18,43.779998779296875,44.880001068115234,43.4900016784668,44.34000015258789,28668,44.34000015258789,44.34000015258789
2020-11-19,44.15999984741211,44.58000183105469,43.790000915527344,44.20000076293945,25836,44.20000076293945,44.20000076293945
2020-11-20,44.220001220703125,45.189998626708984,44,44.959999084472656,24489,44.959999084472656,44.959999084472656
2020-11-23,45.130001068115234,46.119998931884766,44.900001525878906,46.060001373291016,35378,46.060001373291016,46.060001373291016
2020-11-24,45.84000015258789,48.029998779296875,45.84000015258789,47.86000061035156,31692,47.86000061035156,47.86000061035156
2020-11-25,47.86000061035156,49.04999923706055,47.599998474121094,48.61000061035156,24897,48.61000061035156,48.61000061035156
2020-11-27,48.900001525878906,49.06999969482422,47.36000061035156,48.18000030517578,12454,48.18000030517578,48.18000030517578
2020-11-30,47.75,47.95000076293945,46.849998474121094,47.59000015258789,37651,47.59000015258789,47.59000015258789
2020-12-01,47.70000076293945,48.29999923706055,46.88999938964844,47.41999816894531,31987,47.41999816894531,47.41999816894531
2020-12-02,47.13999938964844,48.75,46.77000045776367,48.25,35514,48.25,48.25
2020-12-03,48.08000183105469,48.93000030517578,47.68000030517578,48.709999084472656,36526,48.709999084472656,48.709999084472656
2020-12-04,48.81999969482422,49.86000061035156,48.77000045776367,49.25,31658,49.25,49.25
2020-12-07,49.22999954223633,49.43000030517578,48.38999938964844,48.790000915527344,23896,48.790000915527344,48.790000915527344
2020-12-08,48.68000030517578,49,48.11000061035156,48.84000015258789,27102,48.84000015258789,48.84000015258789
2020-12-09,48.83000183105469,49.540000915527344,48.380001068115234,48.86000061035156,36534,48.86000061035156,48.86000061035156
2020-12-10,48.97999954223633,51.06999969482422,48.86000061035156,50.25,30919,50.25,50.25
2020-12-11,50.34000015258789,50.7400016784668,49.75,49.970001220703125,25222,49.970001220703125,49.970001220703125
2020-12-14,50.060001373291016,50.79999923706055,49.18000030517578,50.290000915527344,28782,50.290000915527344,50.290000915527344
2020-12-15,50.33000183105469,50.880001068115234,49.790000915527344,50.7599983215332,24071,50.7599983215332,50.7599983215332
2020-12-16,50.720001220703125,51.20000076293945,50.36000061035156,51.08000183105469,25996,51.08000183105469,51.08000183105469
2020-12-17,51.08000183105469,51.880001068115234,51.0099983215332,51.5,24947,51.5,51.5
2020-12-18,51.45000076293945,52.470001220703125,51.13999938964844,52.2599983215332,24749,52.2599983215332,52.2599983215332
