month,dln_cpi,dln_gengi,dln_eu_ppi,cum_brent,cum_cpi,cum_gengi,cum_eu_ppi,shock_pct,duration,shock_label
7,-8.053771311274174e-4,-0.0014182758558089264,-0.0011165496831182314,0,0.4869741720345766,0.8441930247160372,0.31579054481496666,70,2 months,+70%
8,-7.856802881227995e-4,-0.0012097420251343171,-8.578363982237082e-4,0,0.4084061432222967,0.7232188222026055,0.23000690499259585,70,2 months,+70%
9,-3.9221747313288903e-4,7.241977950747658e-4,-5.765777257364275e-4,0,0.36918439590900776,0.795638601710082,0.17234913241895308,70,2 months,+70%
10,-3.855467641296533e-4,-4.953540741761686e-5,-5.604681745429488e-4,0,0.3306297194960424,0.7906850609683204,0.1163023149646582,70,2 months,+70%
11,-3.1325351131156686e-4,-4.3884107863457426e-4,-4.342710111929597e-4,0,0.2993043683648857,0.7468009531048629,0.07287521384536223,70,2 months,+70%
12,-2.1485042680911663e-4,-2.59244412454486e-4,-3.1077229780580124e-4,0,0.27781932568397405,0.7208765118594144,0.04179798406478211,70,2 months,+70%
0,0.002606676153052532,-1.656696103162266e-4,0.01660700781975341,53.06282510621704,0.26066761530525323,-0.01656696103162266,1.6607007819753412,70,3 months,+70%
1,0.0033907039437038626,0.0010522244088001231,0.007285867370609011,53.06282510621704,0.5997380096756395,0.08865547984838965,2.389287519036242,70,3 months,+70%
2,0.0014583031202942817,0.018789834954791106,0.005447281162937789,53.06282510621704,0.7455683217050676,1.9676389753275,2.934015635330021,70,3 months,+70%
3,0.0028736542238451254,0.010310561959465163,-0.012448534856152433,0,1.0329337440895803,2.9986951712740164,1.6891621497147777,70,3 months,+70%
4,1.1535285611887977e-4,0.00169232181857909,-0.0043451119169478965,0,1.044469029701468,3.167927353131925,1.2546509580199883,70,3 months,+70%
5,0.0014963484217627133,-0.014003629163643819,-0.003040693349740128,0,1.1941038718777395,1.7675644367675436,0.9505816230459754,70,3 months,+70%
6,-0.00275986306748148,-0.005070892037326996,-0.002290605645530747,0,0.9181175651295914,1.2604752330348439,0.7215210584929007,70,3 months,+70%
7,-0.0013567823888931598,6.233837079592033e-4,-0.0016507173235816863,0,0.7824393262402755,1.3228136038307643,0.5564493261347321,70,3 months,+70%
8,-0.0010198645207636116,-9.219475044597017e-4,-0.0013965568933511337,0,0.6804528741639143,1.2306188533847942,0.4167936367996187,70,3 months,+70%
9,-9.634103716194904e-4,-9.81872581408803e-4,-0.0011544069137272364,0,0.5841118370019653,1.132431595243914,0.30135294542689506,70,3 months,+70%
10,-6.000341537658509e-4,4.467929439316556e-4,-8.404753847758525e-4,0,0.5241084216253802,1.1771108896370794,0.21730540694930978,70,3 months,+70%
11,-4.909835948082586e-4,-2.109716349091512e-4,-7.308415266964897e-4,0,0.4750100621445544,1.1560137261461643,0.14422125427966082,70,3 months,+70%
12,-4.226671074420794e-4,-5.366492635975675e-4,-5.746699568452249e-4,0,0.4327433514003464,1.1023487997864074,0.08675425859513833,70,3 months,+70%
0,0.002606676153052532,-1.656696103162266e-4,0.01660700781975341,53.06282510621704,0.26066761530525323,-0.01656696103162266,1.6607007819753412,70,6 months,+70%
1,0.0033907039437038626,0.0010522244088001231,0.007285867370609011,53.06282510621704,0.5997380096756395,0.08865547984838965,2.389287519036242,70,6 months,+70%
2,0.0014583031202942817,0.018789834954791106,0.005447281162937789,53.06282510621704,0.7455683217050676,1.9676389753275,2.934015635330021,70,6 months,+70%
3,0.005480330376897658,0.010144892349148935,0.004158472963600983,53.06282510621704,1.2936013593948334,2.9821282102423936,3.3498629316901196,70,6 months,+70%
4,0.003506056799822739,0.0027445462273792123,0.002940755453661117,53.06282510621704,1.6442070393771075,3.256582832980315,3.6439384770562313,70,6 months,+70%
5,0.0029546515420569956,0.004786205791147281,0.0024065878131976646,53.06282510621704,1.939672193582807,3.735203412095043,3.884597258375998,70,6 months,+70%
6,1.1379115636364753e-4,0.0052396699221381095,-0.014739140501683177,0,1.9510513092191717,4.259170404308854,2.4106832082076797,70,6 months,+70%
7,-0.0012414295327742835,0.002315705526538245,-0.00599582924052958,0,1.8269083559417434,4.490740956962679,1.811100284154722,70,6 months,+70%
8,4.764839009991006e-4,-0.014925576668103423,-0.00443725024309126,0,1.8745567460416532,2.9981832901523364,1.367375259845596,70,6 months,+70%
9,-0.0037232734391009657,-0.0060527646187357245,-0.0034450125592579844,0,1.5022294021315568,2.3929068282787638,1.0228740039197974,70,6 months,+70%
10,-0.001956816542659005,0.0010701766518907965,-0.0024911927083575407,0,1.3065477478656562,2.4999244934678435,0.7737547330840433,70,6 months,+70%
11,-0.0015108481155718697,-0.0011329191393687843,-0.0021273984200476225,0,1.1554629363084692,2.386632579530965,0.561014891079281,70,6 months,+70%
12,-0.0013860774790615676,-0.0015185218450063298,-0.0017290768705724615,0,1.0168551884023125,2.234780395030332,0.3881072040220349,70,6 months,+70%
